labels,lyrics
Not_bob,I'm ready to go right now We could go all night Give me the green light I'm ready to go right now 
Not_bob,"One, two, three, green light, well, if it's what it seems like "
Not_bob,"I'm (I'm ready to go right now) Uh, ah I'm (I'm ready to go right now) "
Not_bob,"But if I be your buddy, get you studied, is yo' head right? Ight (I'm ready to go right now)  Uh, ah "
Not_bob,"So I went hard like Medusa starin at me I told her, ""Let's go, let's blow this lame nigga factory"" "
Not_bob,The kind that you meet in a bar? 
Not_bob,"No, I'm a comet, I just want you woman Hey, if I were you then, it would be me that I'd go home with "
Not_bob,"I heard you when you told your girl, ""Ooh, he can get it"" "
Not_bob,"I'm kidding, we both goin' to where you livin' "
Not_bob,"I hope you more like, Anita Baker, than Robin Givens No, I don't know that lady, so let me quit it "
Not_bob,"This is what I'm tellin' you, to the bed I'm nailin' you (I'm ready to go right now) "
Not_bob,"Give me the green light (You got you one, Legend) Give me just one night "
Not_bob,I'm ready to go right now (And let 'em know what's going on) 
Not_bob,"I'm ready to go right now (I'm ready to go, my mandate can't wait) "
Not_bob,I'm ready to go right now I'm ready to go right now I'm ready to go right now 
Not_bob,"Wise men say ""Only fools rush in"" But I can't help Falling in love with you Shall I stay? "
Not_bob,"If I can't help Falling in love with you? Like a river flows Surely to the sea Darling, so it goes "
Not_bob,"Take my hand Take my whole life, too For I can't help Falling in love with you Like a river flows "
Not_bob,"Darling, so it goes Some things are meant to be Take my hand Take my whole life, too "
Not_bob,"Falling in love with you For I can't help Falling in love with you115 Love me tender, love me sweet "
Not_bob,"You have made my life complete And I love you so Love me tender, love me true "
Not_bob,"For my darling I love you And I always will Love me tender, love me long Take me to your heart "
Not_bob,"And we'll never part Love me tender, love me true All my dreams fulfilled For my darling I love you "
Not_bob,"Love me tender, love me dear Tell me you are mine I'll be yours, through all the years "
Not_bob,"Love me tender, love me true All my dreams fulfilled For my darling I love you And I always will9 "
Not_bob,The prison band was there and they began to wail The band was jumping and the joint began to swing 
Not_bob,"Let's rock, everybody, let's rock Everybody in the whole cell block "
Not_bob,Spider Murphy played the tenor saxophone Little Joey blowing on the slide trombone 
Not_bob,"The whole rhythm section was the Purple Gang Let's rock, everybody, let's rock "
Not_bob,Was dancing to the Jailhouse Rock Number forty-seven said to number three 
Not_bob,"I sure would be delighted with your company Come on and do the Jailhouse Rock with me"" "
Not_bob,"Everybody in the whole cell block Was dancing to the Jailhouse Rock Rock, rock, rock "
Not_bob,"Way over in the corner weeping all alone The warden said, ""Hey, buddy, don't you be no square "
Not_bob,"Let's rock, everybody, let's rock Everybody in the whole cell block "
Not_bob,"Shifty Henry said to Bugs, ""For Heaven's sake No one's looking, now's our chance to make a break"" "
Not_bob,"I wanna stick around a while and get my kicks."" Let's rock, everybody, let's rock "
Not_bob,Was dancing to the Jailhouse Rock Dancing to the Jailhouse Rock Dancing to the Jailhouse Rock 
Not_bob,Dancing to the Jailhouse Rock23 You ain't nothin' but a hound dog Cryin' all the time 
Not_bob,"Cryin' all the time Well, you ain't never caught a rabbit And you ain't no friend of mine "
Not_bob,"Well, that was just a lie Yeah, they said you was high classed Well, that was just a lie "
Not_bob,And you ain't no friend of mine You ain't nothin' but a hound dog Cryin' all the time 
Not_bob,"Cryin' all the time Well, you ain't never caught a rabbit And you ain't no friend of mine Ahh, ahh "
Not_bob,"When they said you was high classed Well, that was just a lie Yeah, they said you was high classed "
Not_bob,"Well, you ain't never caught a rabbit And you ain't no friend of mine Ahh, ahh Ahh, ahh "
Not_bob,"Well, that was just a lie You know, they said you was high classed Well, that was just a lie "
Not_bob,And you ain't no friend of mine You ain't nothin' but a hound dog Cryin' all the time 
Not_bob,"Cryin' all the time Well, you ain't never caught a rabbit You ain't no friend of mine17 "
Not_bob,"Because I love you too much, baby Why can't you see what you're doin' to me "
Not_bob,We can't go on together With suspicious minds (With suspicious minds) And we can't build our dreams 
Not_bob,So if an old friend I know stops by to say hello Would I still see suspicion in your eyes? 
Not_bob,"You can't see the tears are real, I'm cryin' (Yes, I'm cryin') We can't go on together "
Not_bob,"And we can't build our dreams On suspicious minds Oh, let our love survive "
Not_bob,"Let's don't let a good thing die When, honey, you know I've never lied to you Mmm, yeah, yeah "
Not_bob,"Because I love you too much, baby Why can't you see what you're doin' to me "
Not_bob,"Well, don't you know I'm caught in a trap? I can't walk out Because I love you too much, baby "
Not_bob,"Because I love you too much, baby Well, don't you know I'm caught in a trap? I can't walk out "
Not_bob,"Well, don't you know I'm caught in a trap? I can't walk out Because I love you too much, baby "
Not_bob,"Because I love you too much, baby Well, don't you know I'm caught in a trap? I can't walk out "
Not_bob,There must be lights burning brighter somewhere Got to be birds flying higher in a sky more blue 
Not_bob,"Tell me why, oh why, oh why can't my dream come true? Oh why "
Not_bob,Strong wind of promise that will blow away the doubt and fear 
Not_bob,"Tell me why, oh why, oh why won't that sun appear? We're lost in a cloud with too much rain "
Not_bob,But as long as a man has the strength to dream He can redeem his soul and fly (He can fly) 
Not_bob,"Still, I am sure that the answer's... answer's gonna come somehow "
Not_bob,"And while I can think, while I can talk, while I can stand, while I can walk "
Not_bob,"Let it come true right now Oh, yeah12 Well, since my baby left me Well, I found a new place to dwell "
Not_bob,"At Heartbreak Hotel Where I'll be, I'll be so lonely, baby Well, I'm so lonely "
Not_bob,Although it's always crowded You still can find some room For broken-hearted lovers 
Not_bob,"They'll be, they'll be so lonely, baby They'll be so lonely They're so lonely, they could die "
Not_bob,"And the desk clerk's dressed in black Well, they've been so long on Lonely Street "
Not_bob,"And they get so, they get so lonely, baby Well, they are so lonely They're so lonely, they could die "
Not_bob,"And you got a tale to tell Well, just take a walk down Lonely Street To Heartbreak Hotel "
Not_bob,"Well, you will be lonely You'll be so lonely, you could die Although it's always crowded "
Not_bob,"For broken-hearted lovers To cry there in their gloom Where they get so, they get so lonely, baby "
Not_bob,"They'll be so lonely, they could die13 As the snow flies On a cold and gray Chicago mornin' "
Not_bob,In the ghetto (In the ghetto) And his mama cries 'Cause if there's one thing that she don't need 
Not_bob,"In the ghetto (In the ghetto) People, don't you understand A child needs a helping hand "
Not_bob,Take a look at you and me Are we too blind to see Do we simply turn our heads 
Not_bob,"Well, the world turns And a hungry little boy with a runny nose "
Not_bob,In the ghetto (In the ghetto) And his hunger burns So he starts to roam the streets at night 
Not_bob,In the ghetto (In the ghetto) Then one night in desperation The young man breaks away 
Not_bob,"Tries to run, but he don't get far And his mama cries As a crowd gathers 'round an angry young man "
Not_bob,In the ghetto (In the ghetto) And as her young man dies (In the ghetto) 
Not_bob,Another little baby child is born In the ghetto (In the ghetto) And his mama cries 
Not_bob,"(In the ghetto)6 Oh, my love, my darling I've hungered For your touch A long, lonely time "
Not_bob,"So slowly And time can do so much Are you, still mine? I need your love, I need your love "
Not_bob,"Lonely rivers flow to the sea, to the sea To the open arms of the sea "
Not_bob,"I'll be coming home, wait for me My love, my darling I've hungered for your touch "
Not_bob,"I need your love, I need your love God speed your love, to me11 "
Not_bob,Are you sorry we drifted apart? Does your memory stray to a brighter summer day 
Not_bob,Do the chairs in your parlor seem empty and bare? Do you gaze at your doorstep and picture me there? 
Not_bob,"Tell me, dear, are you lonesome tonight? I wonder if you are lonesome tonight "
Not_bob,Fate had me playing in love with you as my sweetheart Act one was where we met 
Not_bob,You read your lines so cleverly and never missed a cue Then came act two 
Not_bob,"And why, I've never known Honey, you lied when you said you loved me And I had no cause to doubt you "
Not_bob,Than to go on living without you Now the stage is bare and I'm standing there 
Not_bob,And if you won't come back to me Then they can bring the curtain down 
Not_bob,"Tell me, dear, are you lonesome tonight?5 Yesterday All my troubles seemed so far away "
Not_bob,"Oh, I believe in yesterday Suddenly I'm not half the man I used to be "
Not_bob,"Oh, yesterday came suddenly Why she had to go I don't know, she wouldn't say I said something wrong "
Not_bob,Yesterday Love was such an easy game to play Now I need a place to hide away 
Not_bob,"Why she had to go I don't know, she wouldn't say I said something wrong Now I long for yesterday "
Not_bob,"Love was such an easy game to play Now I need a place to hide away Oh, I believe in yesterday "
Not_bob,When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom Let it be 
Not_bob,"She is standing right in front of me Speaking words of wisdom Let it be Let it be, let it be "
Not_bob,Whisper words of wisdom Let it be And when the broken-hearted people Living in the world agree 
Not_bob,Let it be For though they may be parted There is still a chance that they will see 
Not_bob,"Let it be Let it be, let it be Let it be, let it be Yeah, there will be an answer Let it be "
Not_bob,"Let it be, let it be Whisper words of wisdom Let it be Let it be, let it be "
Not_bob,Whisper words of wisdom Let it be And when the night is cloudy 
Not_bob,Shine until tomorrow Let it be I wake up to the sound of music Mother Mary comes to me 
Not_bob,"Let it be, yeah Let it be, let it be Let it be, yeah, let it be Oh, there will be an answer "
Not_bob,"Let it be, let it be Let it be, yeah, let it be Oh, there will be an answer Let it be "
Not_bob,"Let it be, yeah, let it be Whisper words of wisdom Let it be123 Hey, Jude, don't make it bad "
Not_bob,"Remember to let her into your heart Then you can start to make it better Hey, Jude, don't be afraid "
Not_bob,The minute you let her under your skin Then you begin to make it better 
Not_bob,Don't carry the world upon your shoulders For well you know that it's a fool who plays it cool 
Not_bob,"Na-na-na-na-na, na-na-na-na Hey, Jude, don't let me down You have found her, now go and get her "
Not_bob,"Remember (Hey, Jude) to let her into your heart Then you can start to make it better "
Not_bob,You're waiting for someone to perform with 
Not_bob,"The movement you need is on your shoulder Na-na-na-na-na, na-na-na-na, yeah "
Not_bob,Take a sad song and make it better Remember to let her under your skin 
Not_bob,"Better, better, better, better, better, better, oh Yeah, yeah-yeah-yeah-yeah-yeah-yeah "
Not_bob,"Na-na-na-na-na-na-na, na-na-na-na, hey, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude "
Not_bob,"(Jude, Judy, Judy, Judy, Judy, Judy, ow-wow) Na-na-na-na-na-na-na (Na-na-na), na-na-na-na, hey, Jude "
Not_bob,"Na-na-na-na-na-na-na (Yeah, yeah, yeah), na-na-na-na, hey, Jude "
Not_bob,
Not_bob,"Hey, Jude, hey, Jude wow Na-na-na-na-na-na-na, na-na-na-na, hey, Jude "
Not_bob,"Jude, Jude, Jude, Jude, Jude, Jude Na-na-na-na-na-na-na, na-na-na-na, hey, Jude "
Not_bob,"(Na-na-na-na-na-na-na-na-na-na-na-na) Na-na-na-na-na-na-na, na-na-na-na, hey, Jude "
Not_bob,"Na-na-na-na-na-na-na (Make it, Jude), na-na-na-na, hey, Jude (Yeah-yeah-yeah-yeah, yeah, yeah, yeah) "
Not_bob,"(Go listen to ya ma-ma-ma-ma-ma-ma-ma-ma) Na-na-na-na-na-na-na, na-na-na-na, hey, Jude "
Not_bob,"Shoot me Shoot me Shoot me Shoot me Here come old flat-top, he come grooving up slowly "
Not_bob,"He got hair down to his knee Got to be a joker, he just do what he please Shoot me Shoot me Shoot me "
Not_bob,"He wear no shoeshine, he got toe-jam football He got monkey finger, he shoot Coca-Cola "
Not_bob,"One thing I can tell you is you got to be free Come together, right now Over me Shoot me Shoot me "
Not_bob,"Shoot me He bag production, he got walrus gumboot He got Ono sideboard, he one spinal cracker "
Not_bob,"Hold you in his armchair, you can feel his disease Come together, right now Over me Shoot me "
Not_bob,"He roller-coaster, he got early warnin' He got muddy water, he one mojo filter "
Not_bob,"Got to be good-lookin', 'cause he's so hard to see Come together, right now Over me Shoot me "
Not_bob,"Shoot me Come together, yeah Come together, yeah Come together, yeah Come together, yeah "
Not_bob,"Come together, yeah Come together, yeah Come together, yeah Come together, yeah79 "
Not_bob,"All my life, though some have changed Some forever, not for better Some have gone and some remain "
Not_bob,"With lovers and friends, I still can recall Some are dead and some are living "
Not_bob,But of all these friends and lovers There is no one compares with you 
Not_bob,When I think of love as something new Though I know I'll never lose affection 
Not_bob,"I know I'll often stop and think about them In my life, I love you more "
Not_bob,For people and things that went before I know I'll often stop and think about them 
Not_bob,"In my life, I love you more35 Here comes the sun (Doo-d-doo-doo) Here comes the sun "
Not_bob,"Little darling It’s been a long, cold, lonely winter Little darling "
Not_bob,"Here comes the sun (Doo-d-doo-doo) Here comes the sun And I say, ""It's alright"" Little darling "
Not_bob,Little darling It seems like years since it's been here Here comes the sun Here comes the sun 
Not_bob,"Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes "
Not_bob,"Sun, sun, sun, here it comes Little darling I feel that ice is slowly melting Little darling "
Not_bob,"Here comes the sun (Doo-d-doo-doo) Here comes the sun And I say, ""It's alright"" "
Not_bob,Here comes the sun It's alright It's alright59 Something in the way she moves 
Not_bob,Something in the way she woos me I don't want to leave her now You know I believe and how 
Not_bob,That I don't need no other lover Something in her style that shows me I don't want to leave her now 
Not_bob,"You're asking me, will my love grow? I don't know, I don't know You stick around, now, it may show "
Not_bob,Something in the way she knows And all I have to do is think of her 
Not_bob,I don't want to leave her now You know I believe and how33 
Not_bob,"Ah, look at all the lonely people! Ah, look at all the lonely people! Eleanor Rigby "
Not_bob,Lives in a dream Waits at the window Wearing the face that she keeps in a jar by the door 
Not_bob,All the lonely people Where do they all come from? All the lonely people Where do they all belong? 
Not_bob,Writing the words of a sermon that no one will hear No one comes near Look at him working 
Not_bob,What does he care? All the lonely people Where do they all come from? All the lonely people 
Not_bob,"[Bridge: Paul McCartney, John Lennon & George Harrison] Ah, look at all the lonely people! "
Not_bob,Eleanor Rigby Died in the church and was buried along with her name Nobody came Father McKenzie 
Not_bob,"No one was saved All the lonely people (Ah, look at all the lonely people!) "
Not_bob,"All the lonely people (Ah, look at all the lonely people!) Where do they all belong?84 "
Not_bob,"Take these broken wings and learn to fly All your life, you were only waiting "
Not_bob,Blackbird singing in the dead of night Take these sunken eyes and learn to see 
Not_bob,"For this moment to be free Blackbird fly Blackbird fly Into the light Of a dark, black night "
Not_bob,"Blackbird fly Into the light Of a dark, black night Blackbird singing in the dead of night "
Not_bob,"All your life, you were only waiting For this moment to arise You were only waiting "
Not_bob,"You were only waiting For this moment to arise43 I read the news today, oh boy "
Not_bob,"And though the news was rather sad Well, I just had to laugh I saw the photograph "
Not_bob,He didn't notice that the lights had changed A crowd of people stood and stared 
Not_bob,"Nobody was really sure if he was from the House of Lords I saw a film today, oh boy "
Not_bob,A crowd of people turned away But I just had to look Having read the book I'd love to turn you on 
Not_bob,"Alarm clock rings Woke up, fell out of bed Dragged a comb across my head "
Not_bob,And looking up I noticed I was late Found my coat and grabbed my hat Made the bus in seconds flat 
Not_bob,"And somebody spoke and I went into a dream Ahh-ah-ah-ah Ah-ah-ah, ah-ah-ahh "
Not_bob,"Four thousand holes in Blackburn, Lancashire And though the holes were rather small "
Not_bob,Now they know how many holes it takes to fill the Albert Hall I'd love to turn you on 
Not_bob,Whistle Studio chatter (Never could be any other way) (Never been so high What’s that?) 
Not_bob,(Never been so high What’s that?) (Never could be any other way) (Never been so high What’s that?) 
Not_bob,(Never been so high What’s that?) (Never could be any other way) (Never been so high What’s that?) 
Not_bob,(Never been so high What’s that?) (Never could be any other way) (Never been so high What’s that?) 
Not_bob,(Never been so high What’s that?) (Never could be any other way) (Never been so high What’s that?) 
Not_bob,(Never been so high What’s that?) (Never could be any other way) (Never been so high What’s that?) 
Not_bob,(Never been so high What’s that?)76 She was more like a beauty queen from a movie scene 
Not_bob,"Who will dance on the floor in the round?"" She said I am the one "
Not_bob,She told me her name was Billie Jean as she caused a scene 
Not_bob,"Who will dance on the floor in the round People always told me, ""Be careful of what you do "
Not_bob,"And mother always told me, ""Be careful of who you love And be careful of what you do (Oh-oh) "
Not_bob,"Billie Jean is not my lover, uh She's just a girl who claims that I am the one (Oh, baby) "
Not_bob,"She says I am the one (Oh, baby) But the kid is not my son (Hee-hee-hee, no-no, hee-hee-hee, hoo) "
Not_bob,But who can stand when she's in demand? Her schemes and plans 
Not_bob,So take my strong advice Just remember to always think twice 
Not_bob,"She told my baby we'd danced 'til three, then she looked at me "
Not_bob,"'Cause we danced on the floor in the round, baby (Ooh, hee-hee-hee) "
Not_bob,"And don't go around breakin' young girls' hearts"" (Don't break no hearts; hee-hee) "
Not_bob,"Just the smell of sweet perfume (Ha-oh) This happened much too soon (Ha-oh, ha-ooh) "
Not_bob,Billie Jean is not my lover (Hoo) She's just a girl who claims that I am the one 
Not_bob,"No-no-no, no-no-no-no-no-no (Hoo) Billie Jean is not my lover, uh "
Not_bob,"But the kid is not my son (Oh, no, no) She says I am the one (Oh, baby) "
Not_bob,"Hee, hoo She says I am the one, uh But the kid is not my son (No-no-no, hoo, ohh) "
Not_bob,"She's just a girl who claims that I am the one (You know what you did to me, baby) "
Not_bob,"No-no-no (No-no-no, ah), no-no-no-no (No-no-no) She says I am the one (No) "
Not_bob,"She says I am the one (You know what you did) She says he is my son (Breakin' my heart, babe) "
Not_bob,"Yeah, yeah, Billie Jean is not my lover, uh Yeah, Billie Jean is not my lover, uh "
Not_bob,"Yeah, Billie Jean is not my lover, uh (She is just a girl; don't call me Billie Jean, hoo) "
Not_bob,"Billie Jean is not (Hee), aaow, ooh Yeah, Billie Jean is142 Shoo-ca-choo-ca! "
Not_bob,Was a sound of a crescendo He came into her apartment He left the bloodstains on the carpet 
Not_bob,"He could see she was unable So she ran into the bedroom She was struck down, it was her doom "
Not_bob,"So, Annie, are you okay? Are you okay, Annie? Annie, are you okay? "
Not_bob,"Annie, are you okay? So, Annie, are you okay? Are you okay, Annie? Annie, are you okay? "
Not_bob,"Annie, are you okay? Will you tell us that you're okay? There's a sound at the window "
Not_bob,He came into your apartment Left the bloodstains on the carpet And then you ran into the bedroom 
Not_bob,"It was your doom Annie, are you okay? So, Annie, are you okay? Are you okay, Annie? "
Not_bob,"So, Annie, are you okay? Are you okay, Annie? Annie, are you okay? "
Not_bob,You've been hit by— You've been hit by— A smooth criminal So they came in to the out way 
Not_bob,"Every time I tried to find him There were no clues, they’re behind him And they end up never knowing "
Not_bob,"Mouth-to-mouth resuscitation Sounding heartbeats, intimidations Annie, are you okay? "
Not_bob,"Annie, are you okay? So, Annie, are you okay? Are you okay, Annie? Annie, are you okay? "
Not_bob,"Annie, are you okay? So, Annie, are you okay? Are you okay, Annie? Annie, are you okay? "
Not_bob,"Annie, are you okay? Will you tell us that you're okay? There's a sound at the window "
Not_bob,He came into your apartment Left the bloodstains on the carpet And then you ran into the bedroom 
Not_bob,"It was your doom Annie, are you okay? Annie, are you okay? Are you okay, Annie? You've been hit by— "
Not_bob,"A smooth criminal Choo-cha, choo-cha Okay, I want everybody to clear the area right now! "
Not_bob,Will you tell us that you're okay? (I don't know) There's a sound at the window (I don't know) 
Not_bob,"He came into your apartment (I don't know) Left bloodstains on the carpet (I don't know why, baby) "
Not_bob,"You were struck down It was your doom, Annie (Dag gone it) Annie, are you okay? (Dag gone it, baby) "
Not_bob,"There's a sound at the window (Dag gone it, baby) Then he struck you, a crescendo Annie (Hoo! Hoo!) "
Not_bob,Left bloodstains on the carpet (Hoo!) And then you ran into the bedroom (Hoo! Hoo!) 
Not_bob,"It was your doom, Annie (Ow!) Shoo-cha-choo, shoo-cha-choo! Ow!112 "
Not_bob,You got to be startin' somethin' I said you wanna be startin' somethin' 
Not_bob,"It's too high to get over (Yeah, yeah) You're too low to get under (Yeah, yeah) "
Not_bob,"And the pain is thunder (Yeah, yeah) It's too high to get over (Yeah, yeah) "
Not_bob,"You're stuck in the middle (Yeah, yeah) And the pain is thunder (Yeah, yeah) "
Not_bob,But nothin' he found By the time this hit the street They said she had a breakdown 
Not_bob,"To start my baby cryin' Talkin', squealin', lyin' Sayin' you just want to be startin' somethin' "
Not_bob,You got to be startin' somethin' I said you wanna be startin' somethin' 
Not_bob,"It's too high to get over (Yeah, yeah) You're too low to get under (Yeah, yeah) "
Not_bob,"And the pain is thunder (Yeah, yeah) It's too high to get over (Yeah, yeah) "
Not_bob,"You're stuck in the middle (Yeah, yeah) And the pain is thunder (Yeah, yeah) "
Not_bob,When you're always up to no good You really can't make him hate her So your tongue became a razor 
Not_bob,"To keep my baby cryin' Treacherous, cunnin', declinin' You got my baby cryin' (Hee) "
Not_bob,You got to be startin' somethin' I said you wanna be startin' somethin' 
Not_bob,"It's too high to get over (Yeah, yeah) You're too low to get under (Yeah, yeah) "
Not_bob,"And the pain is thunder (Yeah, yeah) It's too high to get over (Yeah, yeah) "
Not_bob,"You're stuck in the middle (Yeah, yeah) And the pain is thunder (Yeah, yeah) "
Not_bob,"You're a vegetable (You're a vegetable) Still, they hate you (Still they hate you) "
Not_bob,You're just a buffet (You're just a buffet) (You're a vegetable) 
Not_bob,"They eat off of you (They eat off of you) (You're a vegetable) You're a vegetable, aaow! "
Not_bob,Tellin' lies and rubbin' shoulders So they called her mouth a motor Someone's always tryin' 
Not_bob,"Talkin', squealin', spyin' Sayin' you just want to be startin' somethin' "
Not_bob,You got to be startin' somethin' I said you wanna be startin' somethin' 
Not_bob,"It's too high to get over (Yeah, yeah) You're too low to get under (Yeah, yeah) "
Not_bob,"And the pain is thunder (Yeah, yeah) It's too high to get over (Yeah, yeah) "
Not_bob,"You're stuck in the middle (Yeah, yeah) And the pain is thunder (Yeah, yeah) "
Not_bob,"You're a vegetable (You're a vegetable) Still, they hate you (Still they hate you) "
Not_bob,You're just a buffet (You're just a buffet) (You're a vegetable) 
Not_bob,"They eat off of you (They eat off of you) (You're a vegetable) You're a vegetable, aaow! "
Not_bob,"If you can't feed your baby (Yeah, yeah) Then don't have a baby (Yeah, yeah) "
Not_bob,"If you can't feed your baby (Yeah, yeah) You'll be always tryin' To stop that child from cryin' "
Not_bob,"Now, baby's slowly dyin' I said you wanna be startin' somethin' You got to be startin' somethin' "
Not_bob,"You got to be startin' somethin' It's too high to get over (Yeah, yeah) "
Not_bob,"You're stuck in the middle (Yeah, yeah) And the pain is thunder (Yeah, yeah) "
Not_bob,"You're too low to get under (Yeah, yeah) You're stuck in the middle (Yeah, yeah) "
Not_bob,Lift your head up high and scream out to the world 
Not_bob,"No one can hurt you now because you know what's true Yes, I believe in me, so do believe in you "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa (Hoo-hoo) Ma ma se, ma ma sa, ma ma coo sa (Hee-hee-hee) "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa Ma ma se, ma ma sa, ma ma coo sa (Help me sing it, babe) "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa Ma ma se, ma ma sa, ma ma coo sa (Yeah, sing it to the world) "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa (Hoo-hoo) Ma ma se, ma ma sa, ma ma coo sa (Hee-hee-hee) "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa (Hoo-hoo) Ma ma se, ma ma sa, ma ma coo sa (Hee-hee) "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa Ma ma se, ma ma sa, ma ma coo sa Ma ma se, ma ma sa, ma ma coo sa "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa Ma ma se, ma ma sa, ma ma coo sa (Hoo-hoo) "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa (Hee-hee-hee) Ma ma se, ma ma sa, ma ma coo sa (Help me sing it) "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa (Yeah) Ma ma se, ma ma sa, ma ma coo sa (Sing it to the world) "
Not_bob,"Ma ma se, ma ma sa, ma ma coo sa (Hoo-hoo)43 It's close to midnight "
Not_bob,Under the moonlight You see a sight that almost stops your heart You try to scream 
Not_bob,You start to freeze As horror looks you right between the eyes You're paralyzed 
Not_bob,"And no one's gonna save you From the beast about to strike You know it's thriller, thriller night "
Not_bob,"Thriller tonight, yeah You hear the door slam And realize there's nowhere left to run "
Not_bob,And wonder if you'll ever see the sun You close your eyes 
Not_bob,But all the while You hear a creature creepin’ up behind You're out of time 
Not_bob,"There ain't no second chance Against the thing with forty eyes, girl Thriller (Ooh), thriller night "
Not_bob,"Inside a killer, thriller tonight Night creatures call "
Not_bob,There's no escaping the jaws of the alien this time (They're open wide) 
Not_bob,They're out to get you There's demons closing in on every side (Ooh) They will possess you 
Not_bob,"Now is the time For you and I to cuddle close together, yeah All through the night "
Not_bob,"I'll make you see That this is thriller, thriller night 'Cause I can thrill you more "
Not_bob,"Thriller (Ooh), thriller night So let me hold you tight And share a killer, thriller, chiller "
Not_bob,"'Cause this is thriller, thriller night Girl, I can thrill you more "
Not_bob,"Thriller (Ooh), thriller night So let me hold you tight And share a killer, thriller (Ow) "
Not_bob,Darkness falls across the land The midnight hour is close at hand Creatures crawl in search of blood 
Not_bob,And whosoever shall be found Without the soul for getting down 
Not_bob,"And rot inside a corpse's shell I'm gonna thrill you tonight Thriller, ooh, babe (Thriller) "
Not_bob,"Thriller, oh, darling (Oh, baby) I'm gonna thrill you tonight (Thriller) Ooh, babe (Thriller night) "
Not_bob,"Oh, darling (Oh, baby) Thriller night, babe (Thriller night, babe) The foulest stench is in the air "
Not_bob,And grisly ghouls from every tomb Are closing in to seal your doom 
Not_bob,Your body starts to shiver (I'm gonna thrill you tonight) For no mere mortal can resist 
Not_bob,All I want to say is that they don't really care about us 
Not_bob,All I want to say is that they don't really care about us (Enough is enough of this garbage!) 
Not_bob,"All I want to say is that they don't really care about us Skinhead, dead head, everybody gone mad "
Not_bob,"In the suit, on the news, everybody, dog food Bang-bang, shot dead, everybody's gone mad "
Not_bob,"All I wanna say is that they don't really care about us Beat me, hate me, you can never break me "
Not_bob,"Jew me, sue me, everybody do me Kick me, kike me, don't you, ""Black or white"" me "
Not_bob,"All I wanna say is that they don't really care about us And tell me, what has become of my life? "
Not_bob,I am a victim of police brutality now I'm tired of being the victim of hate 
Not_bob,"I look to Heaven to fulfill its prophecy, set me free Skinhead, dead head, everybody gone bad "
Not_bob,"In the suit, on the news, everybody, dog food Black man, blackmail, throw the brother in jail "
Not_bob,"All I wanna say is that they don't really care about us And tell me, what has become of my rights? "
Not_bob,Your proclamation promised me free liberty now I'm tired of being the victim of shame (Ooh) 
Not_bob,"I can't believe this is the land from which I came (Ooh) You know, I really do hate to say it "
Not_bob,"But if Roosevelt was livin' He wouldn't let this be, no, no Skinhead, dead head, everybody gone bad "
Not_bob,"Beat me, bash me, you can never trash me Hit me, kick me, you can never get me "
Not_bob,All I wanna say is that they don't really care about us Some things in life 
Not_bob,"But if Martin Luther was livin' He wouldn't let this be, no, no "
Not_bob,"Situation, segregation, everybody, allegation (Hoo-hoo) "
Not_bob,"Kick me, kike me, don't you wrong or right me (We're deep in fire) "
Not_bob,(We're deep in the fire) All I wanna say is that they don't really care about us 
Not_bob,All I wanna say is that they don't really care about us (Don't you sit back and watch the beatin') 
Not_bob,All I wanna say is that they don't really care about— (Hoo-hoo) 
Not_bob,"(Hee-hee, hoo-hoo) I'm gonna make a change for once in my life It's gonna feel real good "
Not_bob,As I turn up the collar on my favorite winter coat This wind is blowin' my mind 
Not_bob,"Who am I to be blind, pretending not to see their needs? A summer's disregard, a broken bottle top "
Not_bob,"They follow each other on the wind, ya know 'Cause they got nowhere to go "
Not_bob,I'm starting with the man in the mirror I'm asking him to change his ways 
Not_bob,If you wanna make the world a better place Take a look at yourself and then make a change 
Not_bob,I've been a victim of a selfish kinda love It's time that I realize There are some with no home 
Not_bob,Could it be really me pretending that they're not alone? 
Not_bob,"And a washed-out dream They follow the pattern of the wind, ya see 'Cause they got no place to be "
Not_bob,I'm starting with the man in the mirror (Who?) I'm asking him to change his ways (Who?) 
Not_bob,If you wanna make the world a better place Take a look at yourself and then make a change 
Not_bob,I'm asking him to change his ways (Who?) And no message could have been any clearer 
Not_bob,Take a look at yourself and then make that change 
Not_bob,"I'm asking him to change his ways (Change his ways) (Come on, change) "
Not_bob,If you wanna make the world a better place Take a look at yourself and then make the change 
Not_bob,"'Cause when you close your heart (You can't) Then you close your mind (Close your, your mind!) "
Not_bob,"(That man) (Ooh!) (That man, that man) I'm asking him to change his ways (That man, the man) "
